id,name,name_dhivehi,category,price_mvr,description,description_dhivehi,veg,spice_level_0_3,heat_choice,best_seller,allow_comments,no_kitchen,hidden_from_qr,sold_out,add_ons,photo_url
ng04,Valhomas Nasi Goreng,,Nasi Goreng,125,"Indonesian-style fried rice with valhomas, vegetables, egg and aromatic seasoning.",,no,1,yes,no,yes,no,no,no,Fried Egg +15 | Extra Valhomas +30 | Extra Chili +0 | Extra Portion +30 | No Egg +0,https://assets.dream.clubmed/pm_7531_597_597327-w4reagoq92-swhr.jpg
bg01,Tuna Bami Goreng,,Bami Goreng,115,"Indonesian-style stir-fried noodles with tuna, vegetables and savoury sauce.",,no,1,yes,no,yes,no,no,no,Fried Egg +15 | Extra Tuna +30 | Extra Chili +0 | Extra Vegetables +15 | Extra Portion +30,/api/img/bg01
bg02,Chicken Bami Goreng,,Bami Goreng,125,"Indonesian-style stir-fried noodles with chicken, vegetables and savoury sauce.",,no,1,yes,no,yes,no,no,no,Fried Egg +15 | Extra Chicken +30 | Extra Chili +0 | Extra Vegetables +15 | Extra Portion +30,/api/img/bg02
bg03,Beef Bami Goreng,,Bami Goreng,140,"Indonesian-style stir-fried noodles with beef, vegetables and savoury sauce.",,no,1,yes,no,yes,no,no,no,Fried Egg +15 | Extra Beef +30 | Extra Chili +0 | Extra Vegetables +15 | Extra Portion +30,/api/img/bg03
bg04,Valhomas Bami Goreng,,Bami Goreng,125,"Indonesian-style stir-fried noodles with valhomas, vegetables and savoury sauce.",,no,1,yes,no,yes,no,no,no,Fried Egg +15 | Extra Valhomas +30 | Extra Chili +0 | Extra Vegetables +15 | Extra Portion +30,/api/img/bg04
bg05,Mixed Bami Goreng,,Bami Goreng,150,"Indonesian-style stir-fried noodles with mixed, vegetables and savoury sauce.",,no,1,yes,no,yes,no,no,no,Fried Egg +15 | Extra Chicken +30 | Extra Beef +40 | Extra Tuna +25 | Extra Valhomas +30 | Extra Chili +0 | Extra Vegetables +15 | Extra Portion +30,/api/img/bg05
br01,Tuna Biryani,,Biryani,125,Aromatic spiced basmati rice layered with tuna and traditional biryani seasoning.,,no,1,yes,no,yes,no,no,no,Extra Tuna +30 | Fried Egg +15 | Raita +15 | Chili Sauce +5 | Extra Rice +30,https://media-assets.swiggy.com/swiggy/image/upload/f_auto%2Cq_auto%2Cfl_lossy/ezmr9xb9tguibmpmfylz
br02,Chicken Biryani,,Biryani,135,Aromatic spiced basmati rice layered with chicken and traditional biryani seasoning.,,no,1,yes,no,yes,no,no,no,Extra Chicken +35 | Fried Egg +15 | Raita +15 | Chili Sauce +5 | Extra Rice +30,https://media-assets.swiggy.com/swiggy/image/upload/f_auto%2Cq_auto%2Cfl_lossy/ezmr9xb9tguibmpmfylz
br03,Beef Biryani,,Biryani,155,Aromatic spiced basmati rice layered with beef and traditional biryani seasoning.,,no,1,yes,no,yes,no,no,no,Extra Beef +45 | Fried Egg +15 | Raita +15 | Chili Sauce +5 | Extra Rice +30,https://media-assets.swiggy.com/swiggy/image/upload/f_auto%2Cq_auto%2Cfl_lossy/ezmr9xb9tguibmpmfylz
br04,Valhomas Biryani,,Biryani,135,Aromatic spiced basmati rice layered with valhomas and traditional biryani seasoning.,,no,1,yes,no,yes,no,no,no,Extra Valhomas +30 | Fried Egg +15 | Raita +15 | Chili Sauce +5 | Extra Rice +30,https://media-assets.swiggy.com/swiggy/image/upload/f_auto%2Cq_auto%2Cfl_lossy/ezmr9xb9tguibmpmfylz
br05,Mixed Biryani,,Biryani,170,Aromatic spiced basmati rice layered with mixed and traditional biryani seasoning.,,no,1,yes,no,yes,no,no,no,Extra Chicken +35 | Extra Beef +45 | Extra Tuna +30 | Extra Valhomas +30 | Fried Egg +15 | Raita +15 | Chili Sauce +5 | Extra Rice +30,https://media-assets.swiggy.com/swiggy/image/upload/f_auto%2Cq_auto%2Cfl_lossy/ezmr9xb9tguibmpmfylz
su01,Tuna Submarine,,Submarines,105,"Toasted submarine roll filled with tuna, fresh salad, cheese and house sauce.",,no,0,no,no,yes,no,no,no,Extra Tuna +30 | Extra Cheese +15 | Fried Egg +15 | Jalapeño +10 | Fries +30 | Extra Sauce +5,https://www.gastronomiac.com/wp/wp-content/uploads/2018/03/Sandwich-sous-marin.jpg
su02,Chicken Submarine,,Submarines,120,"Toasted submarine roll filled with chicken, fresh salad, cheese and house sauce.",,no,0,no,no,yes,no,no,no,Extra Chicken +30 | Extra Cheese +15 | Fried Egg +15 | Jalapeño +10 | Fries +30 | Extra Sauce +5,https://www.gastronomiac.com/wp/wp-content/uploads/2018/03/Sandwich-sous-marin.jpg
su03,Beef Submarine,,Submarines,135,"Toasted submarine roll filled with beef, fresh salad, cheese and house sauce.",,no,0,no,no,yes,no,no,no,Extra Beef +30 | Extra Cheese +15 | Fried Egg +15 | Jalapeño +10 | Fries +30 | Extra Sauce +5,https://www.gastronomiac.com/wp/wp-content/uploads/2018/03/Sandwich-sous-marin.jpg
pa01,Tuna Panini,,Sandwiches & Panini,100,"Pressed panini filled with tuna, cheese, salad and house dressing.",,no,0,no,no,yes,no,no,no,Extra Tuna +25 | Extra Cheese +15 | Jalapeño +10 | Fries +30 | Extra Sauce +5,https://www.gastronomiac.com/wp/wp-content/uploads/2018/03/Sandwich-sous-marin.jpg
pa02,Chicken Panini,,Sandwiches & Panini,110,"Pressed panini filled with chicken, cheese, salad and house dressing.",,no,0,no,no,yes,no,no,no,Extra Chicken +25 | Extra Cheese +15 | Jalapeño +10 | Fries +30 | Extra Sauce +5,https://www.gastronomiac.com/wp/wp-content/uploads/2018/03/Sandwich-sous-marin.jpg
sa01,Chicken Sandwich,,Sandwiches & Panini,95,Chicken sandwich with fresh salad and creamy house dressing.,,no,0,no,no,yes,no,no,no,Cheese +15 | Fried Egg +15 | Extra Chicken +30 | Fries +30 | Toasted +0,https://www.gastronomiac.com/wp/wp-content/uploads/2018/03/Sandwich-sous-marin.jpg
ju01,Mango Juice,,Fresh Juices,60,Fresh mango juice blended to order.,,yes,0,no,no,yes,yes,no,no,Large +15 | No Sugar +0 | Less Sugar +0 | No Ice +0 | Extra Ice +0,https://img.ananinja.com/media/ninja-catalog-42/restaurants/z85odwy7bdyxdilyoeldhuldulox/MANGO_result.jpg
ju02,Pineapple Juice,,Fresh Juices,60,Fresh pineapple juice blended to order.,,yes,0,no,no,yes,yes,no,no,Large +15 | No Sugar +0 | Less Sugar +0 | No Ice +0 | Extra Ice +0,https://img.ananinja.com/media/ninja-catalog-42/restaurants/z85odwy7bdyxdilyoeldhuldulox/MANGO_result.jpg
ju03,Passion Fruit Juice,,Fresh Juices,65,Fresh passion fruit juice blended to order.,,yes,0,no,no,yes,yes,no,no,Large +15 | No Sugar +0 | Less Sugar +0 | No Ice +0 | Extra Ice +0,https://img.ananinja.com/media/ninja-catalog-42/restaurants/z85odwy7bdyxdilyoeldhuldulox/MANGO_result.jpg
ju04,Fresh Lime Juice,,Fresh Juices,45,Fresh lime juice served chilled.,,yes,0,no,no,yes,yes,no,no,Large +15 | No Sugar +0 | Less Sugar +0 | No Ice +0 | Extra Ice +0,https://img.ananinja.com/media/ninja-catalog-42/restaurants/z85odwy7bdyxdilyoeldhuldulox/MANGO_result.jpg
ju05,Fresh Lemon Juice,,Fresh Juices,50,Fresh lemon juice served chilled.,,yes,0,no,no,yes,yes,no,no,Large +15 | No Sugar +0 | Less Sugar +0 | No Ice +0 | Extra Ice +0,https://img.ananinja.com/media/ninja-catalog-42/restaurants/z85odwy7bdyxdilyoeldhuldulox/MANGO_result.jpg
ju06,Apple Juice,,Fresh Juices,60,Fresh apple juice blended to order.,,yes,0,no,no,yes,yes,no,no,Large +15 | No Sugar +0 | Less Sugar +0 | No Ice +0 | Extra Ice +0,https://img.ananinja.com/media/ninja-catalog-42/restaurants/z85odwy7bdyxdilyoeldhuldulox/MANGO_result.jpg
ju07,Banana Juice,,Fresh Juices,55,Fresh banana blended into a smooth fruit drink.,,yes,0,no,no,yes,yes,no,no,Large +15 | No Sugar +0 | Less Sugar +0 | No Ice +0 | Extra Ice +0 | Milk +10,https://img.ananinja.com/media/ninja-catalog-42/restaurants/z85odwy7bdyxdilyoeldhuldulox/MANGO_result.jpg
ju08,Avocado Juice,,Fresh Juices,70,Creamy fresh avocado drink blended to order.,,yes,0,no,no,yes,yes,no,no,Large +15 | No Sugar +0 | Less Sugar +0 | No Ice +0 | Extra Ice +0 | Milk +10,https://img.ananinja.com/media/ninja-catalog-42/restaurants/z85odwy7bdyxdilyoeldhuldulox/MANGO_result.jpg
ju09,Mixed Fruit Juice,,Fresh Juices,70,A refreshing blend of available seasonal fruits.,,yes,0,no,no,yes,yes,no,no,Large +15 | No Sugar +0 | Less Sugar +0 | No Ice +0 | Extra Ice +0,https://img.ananinja.com/media/ninja-catalog-42/restaurants/z85odwy7bdyxdilyoeldhuldulox/MANGO_result.jpg
ju10,Dragon Fruit Juice,,Fresh Juices,70,Fresh dragon fruit blended to order.,,yes,0,no,no,yes,yes,no,no,Large +15 | No Sugar +0 | Less Sugar +0 | No Ice +0 | Extra Ice +0,https://img.ananinja.com/media/ninja-catalog-42/restaurants/z85odwy7bdyxdilyoeldhuldulox/MANGO_result.jpg
ju11,Guava Juice,,Fresh Juices,60,Fresh guava juice blended to order.,,yes,0,no,no,yes,yes,no,no,Large +15 | No Sugar +0 | Less Sugar +0 | No Ice +0 | Extra Ice +0,https://img.ananinja.com/media/ninja-catalog-42/restaurants/z85odwy7bdyxdilyoeldhuldulox/MANGO_result.jpg
ju12,Seasonal Fresh Juice,,Fresh Juices,65,Fresh juice prepared from the best seasonal fruit available.,,yes,0,no,no,yes,yes,no,no,Large +15 | No Sugar +0 | Less Sugar +0 | No Ice +0 | Extra Ice +0,https://img.ananinja.com/media/ninja-catalog-42/restaurants/z85odwy7bdyxdilyoeldhuldulox/MANGO_result.jpg
ms01,Vanilla Milkshake,,Milkshakes,70,Creamy vanilla milkshake blended with chilled milk and ice cream.,,yes,0,no,no,yes,yes,no,no,Large +15 | Whipped Cream +15 | Vanilla Ice Cream +25 | Chocolate Sauce +10 | Caramel Sauce +10 | Less Sweet +0,https://shuba.life/static/content/thumbs/660x440/c/f1/etxpfg---c3x2x50px50p-up--485a9d57de69c26056e6b64e9390ef1c.jpg
ms02,Chocolate Milkshake,,Milkshakes,75,Creamy chocolate milkshake blended with chilled milk and ice cream.,,yes,0,no,no,yes,yes,no,no,Large +15 | Whipped Cream +15 | Vanilla Ice Cream +25 | Chocolate Sauce +10 | Caramel Sauce +10 | Less Sweet +0,https://shuba.life/static/content/thumbs/660x440/c/f1/etxpfg---c3x2x50px50p-up--485a9d57de69c26056e6b64e9390ef1c.jpg
ms03,Strawberry Milkshake,,Milkshakes,75,Creamy strawberry milkshake blended with chilled milk and ice cream.,,yes,0,no,no,yes,yes,no,no,Large +15 | Whipped Cream +15 | Vanilla Ice Cream +25 | Chocolate Sauce +10 | Caramel Sauce +10 | Less Sweet +0,https://shuba.life/static/content/thumbs/660x440/c/f1/etxpfg---c3x2x50px50p-up--485a9d57de69c26056e6b64e9390ef1c.jpg
ms04,Banana Milkshake,,Milkshakes,75,Creamy banana milkshake blended with chilled milk and ice cream.,,yes,0,no,no,yes,yes,no,no,Large +15 | Whipped Cream +15 | Vanilla Ice Cream +25 | Chocolate Sauce +10 | Caramel Sauce +10 | Less Sweet +0,https://shuba.life/static/content/thumbs/660x440/c/f1/etxpfg---c3x2x50px50p-up--485a9d57de69c26056e6b64e9390ef1c.jpg
ms05,Mango Milkshake,,Milkshakes,80,Creamy mango milkshake blended with chilled milk and ice cream.,,yes,0,no,no,yes,yes,no,no,Large +15 | Whipped Cream +15 | Vanilla Ice Cream +25 | Chocolate Sauce +10 | Caramel Sauce +10 | Less Sweet +0,https://shuba.life/static/content/thumbs/660x440/c/f1/etxpfg---c3x2x50px50p-up--485a9d57de69c26056e6b64e9390ef1c.jpg
ms06,Oreo Milkshake,,Milkshakes,85,Creamy oreo milkshake blended with chilled milk and ice cream.,,yes,0,no,no,yes,yes,no,no,Large +15 | Whipped Cream +15 | Vanilla Ice Cream +25 | Chocolate Sauce +10 | Caramel Sauce +10 | Less Sweet +0,https://shuba.life/static/content/thumbs/660x440/c/f1/etxpfg---c3x2x50px50p-up--485a9d57de69c26056e6b64e9390ef1c.jpg
ms07,Coffee Milkshake,,Milkshakes,85,Creamy coffee milkshake blended with chilled milk and ice cream.,,yes,0,no,no,yes,yes,no,no,Large +15 | Whipped Cream +15 | Vanilla Ice Cream +25 | Chocolate Sauce +10 | Caramel Sauce +10 | Less Sweet +0,https://shuba.life/static/content/thumbs/660x440/c/f1/etxpfg---c3x2x50px50p-up--485a9d57de69c26056e6b64e9390ef1c.jpg
ms08,Caramel Milkshake,,Milkshakes,80,Creamy caramel milkshake blended with chilled milk and ice cream.,,yes,0,no,no,yes,yes,no,no,Large +15 | Whipped Cream +15 | Vanilla Ice Cream +25 | Chocolate Sauce +10 | Caramel Sauce +10 | Less Sweet +0,https://shuba.life/static/content/thumbs/660x440/c/f1/etxpfg---c3x2x50px50p-up--485a9d57de69c26056e6b64e9390ef1c.jpg
cf01,Double Espresso,,Espresso Coffee,45,Two shots of espresso with a rich crema.,,yes,0,no,no,yes,yes,no,no,Extra Shot +15 | Decaf +10 | Sugar +0,/api/img/cf01
cf02,Espresso Macchiato,,Espresso Coffee,45,Espresso marked with a touch of steamed milk and foam.,,yes,0,no,no,yes,yes,no,no,Extra Shot +15 | Decaf +10 | Sugar +0 | Oat Milk +15 | Soy Milk +15,/api/img/cf02
cf03,Flat White,,Espresso Coffee,55,Double espresso with silky microfoam milk.,,yes,0,no,no,yes,yes,no,no,Extra Shot +15 | Decaf +10 | Sugar +0 | Oat Milk +15 | Soy Milk +15 | Vanilla +10 | Caramel +10 | Hazelnut +10,/api/img/cf03
cf04,Caffè Mocha,,Espresso Coffee,60,"Espresso, steamed milk and rich chocolate.",,yes,0,no,no,yes,yes,no,no,Extra Shot +15 | Decaf +10 | Sugar +0 | Oat Milk +15 | Soy Milk +15 | Vanilla +10 | Caramel +10 | Hazelnut +10,/api/img/cf04
cf05,Cortado,,Espresso Coffee,50,Balanced espresso and steamed milk in a small cup.,,yes,0,no,no,yes,yes,no,no,Extra Shot +15 | Decaf +10 | Sugar +0 | Oat Milk +15 | Soy Milk +15,/api/img/cf05
cf06,Iced Americano,,Espresso Coffee,45,Espresso poured over chilled water and ice.,,yes,0,no,no,yes,yes,no,no,Extra Shot +15 | Decaf +10 | Sugar +0,/api/img/cf06
cf07,Iced Cappuccino,,Espresso Coffee,60,Chilled espresso and milk finished with creamy cold foam.,,yes,0,no,no,yes,yes,no,no,Extra Shot +15 | Decaf +10 | Sugar +0 | Oat Milk +15 | Soy Milk +15 | Vanilla +10 | Caramel +10 | Hazelnut +10,/api/img/cf07
cf08,Affogato,,Espresso Coffee,70,Hot espresso poured over vanilla ice cream.,,yes,0,no,no,yes,yes,no,no,Extra Shot +15 | Extra Ice Cream +25 | Caramel +10 | Chocolate +10,/api/img/cf08
ns01,Nescafé Black,,Nescafé,30,Classic instant black coffee prepared hot.,,yes,0,no,no,yes,yes,no,no,Half Cup -5 | Full Cup +0 | Sugar +0 | Extra Sugar +0 | Milk +10,/api/img/ns01
ns02,Nescafé Milk,,Nescafé,40,Classic Nescafé prepared with hot milk.,,yes,0,no,no,yes,yes,no,no,Half Cup -5 | Full Cup +0 | Extra Milk +10 | Less Sugar +0 | Extra Sugar +0,/api/img/ns02
wa01,Water - Glass Bottle,,Water,35,Chilled drinking water served in a glass bottle.,,yes,0,no,no,yes,yes,no,no,Small +0 | Large +20 | Room Temperature +0 | Chilled +0,/api/img/wa01
wa02,Water - Plastic Bottle,,Water,15,Chilled bottled drinking water in a plastic bottle.,,yes,0,no,no,yes,yes,no,no,500 ml +0 | 1.5 L +15 | Room Temperature +0 | Chilled +0,/api/img/wa02
mj01,Strawberry Mojito,,Mojitos,75,"Refreshing strawberry mojito with fresh lime, mint, ice and sparkling soda.",,yes,0,no,no,yes,yes,no,no,Large +15 | Less Sweet +0 | Extra Lime +5 | Extra Mint +5 | No Ice +0 | Extra Fruit +10,https://www.joyfulhealthyeats.com/wp-content/uploads/2025/06/Virgin-Mojito-Nojito-Recipe-web-6.jpg
mj02,Passion Fruit Mojito,,Mojitos,80,"Refreshing passion fruit mojito with fresh lime, mint, ice and sparkling soda.",,yes,0,no,no,yes,yes,no,no,Large +15 | Less Sweet +0 | Extra Lime +5 | Extra Mint +5 | No Ice +0 | Extra Fruit +10,https://www.joyfulhealthyeats.com/wp-content/uploads/2025/06/Virgin-Mojito-Nojito-Recipe-web-6.jpg
mj03,Mango Mojito,,Mojitos,80,"Refreshing mango mojito with fresh lime, mint, ice and sparkling soda.",,yes,0,no,no,yes,yes,no,no,Large +15 | Less Sweet +0 | Extra Lime +5 | Extra Mint +5 | No Ice +0 | Extra Fruit +10,https://www.joyfulhealthyeats.com/wp-content/uploads/2025/06/Virgin-Mojito-Nojito-Recipe-web-6.jpg
mj04,Watermelon Mojito,,Mojitos,75,"Refreshing watermelon mojito with fresh lime, mint, ice and sparkling soda.",,yes,0,no,no,yes,yes,no,no,Large +15 | Less Sweet +0 | Extra Lime +5 | Extra Mint +5 | No Ice +0 | Extra Fruit +10,https://www.joyfulhealthyeats.com/wp-content/uploads/2025/06/Virgin-Mojito-Nojito-Recipe-web-6.jpg
mj05,Green Apple Mojito,,Mojitos,75,"Refreshing green apple mojito with fresh lime, mint, ice and sparkling soda.",,yes,0,no,no,yes,yes,no,no,Large +15 | Less Sweet +0 | Extra Lime +5 | Extra Mint +5 | No Ice +0 | Extra Fruit +10,https://www.joyfulhealthyeats.com/wp-content/uploads/2025/06/Virgin-Mojito-Nojito-Recipe-web-6.jpg
mj06,Pineapple Mojito,,Mojitos,75,"Refreshing pineapple mojito with fresh lime, mint, ice and sparkling soda.",,yes,0,no,no,yes,yes,no,no,Large +15 | Less Sweet +0 | Extra Lime +5 | Extra Mint +5 | No Ice +0 | Extra Fruit +10,https://www.joyfulhealthyeats.com/wp-content/uploads/2025/06/Virgin-Mojito-Nojito-Recipe-web-6.jpg
mj07,Blue Mojito,,Mojitos,75,"Refreshing blue mojito with fresh lime, mint, ice and sparkling soda.",,yes,0,no,no,yes,yes,no,no,Large +15 | Less Sweet +0 | Extra Lime +5 | Extra Mint +5 | No Ice +0 | Extra Fruit +10,https://www.joyfulhealthyeats.com/wp-content/uploads/2025/06/Virgin-Mojito-Nojito-Recipe-web-6.jpg
pz01,Chicken Pizza,,Pizza,165,"Chicken, tomato sauce, mozzarella and herbs.",,no,0,no,no,yes,no,no,no,12 inch +45 | 15 inch +90 | Extra Cheese +20 | Olives +15 | Mushrooms +15 | Jalapeño +10 | Chili Flakes +0 | Extra Sauce +10,https://www.local.mv/listing/la-vera-pizzeria/65483806_2316872161681267_2312524475087716352_o.jpg
pz02,BBQ Chicken Pizza,,Pizza,175,"BBQ chicken, mozzarella, onion and smoky sauce.",,no,0,no,no,yes,no,no,no,12 inch +45 | 15 inch +90 | Extra Cheese +20 | Olives +15 | Mushrooms +15 | Jalapeño +10 | Chili Flakes +0 | Extra Sauce +10,https://www.local.mv/listing/la-vera-pizzeria/65483806_2316872161681267_2312524475087716352_o.jpg
pz03,Tuna Pizza,,Pizza,165,"Tuna, mozzarella, onion, tomato sauce and herbs.",,no,0,no,no,yes,no,no,no,12 inch +45 | 15 inch +90 | Extra Cheese +20 | Olives +15 | Mushrooms +15 | Jalapeño +10 | Chili Flakes +0 | Extra Sauce +10,https://www.local.mv/listing/la-vera-pizzeria/65483806_2316872161681267_2312524475087716352_o.jpg
pz04,Spicy Tuna Pizza,,Pizza,175,"Tuna, chili, mozzarella, onion and tomato sauce.",,no,1,yes,no,yes,no,no,no,12 inch +45 | 15 inch +90 | Extra Cheese +20 | Olives +15 | Mushrooms +15 | Jalapeño +10 | Chili Flakes +0 | Extra Sauce +10,https://www.local.mv/listing/la-vera-pizzeria/65483806_2316872161681267_2312524475087716352_o.jpg
pz05,Beef Pizza,,Pizza,185,"Seasoned beef, mozzarella, onion and tomato sauce.",,no,0,no,no,yes,no,no,no,12 inch +45 | 15 inch +90 | Extra Cheese +20 | Olives +15 | Mushrooms +15 | Jalapeño +10 | Chili Flakes +0 | Extra Sauce +10,https://www.local.mv/listing/la-vera-pizzeria/65483806_2316872161681267_2312524475087716352_o.jpg
pz06,Beef Pepperoni Pizza,,Pizza,190,"Beef pepperoni, mozzarella and tomato sauce.",,no,0,no,no,yes,no,no,no,12 inch +45 | 15 inch +90 | Extra Cheese +20 | Olives +15 | Mushrooms +15 | Jalapeño +10 | Chili Flakes +0 | Extra Sauce +10,https://www.local.mv/listing/la-vera-pizzeria/65483806_2316872161681267_2312524475087716352_o.jpg
pz07,Vegetable Pizza,,Pizza,145,"Mixed vegetables, mozzarella, herbs and tomato sauce.",,yes,0,no,no,yes,no,no,no,12 inch +45 | 15 inch +90 | Extra Cheese +20 | Olives +15 | Mushrooms +15 | Jalapeño +10 | Chili Flakes +0 | Extra Sauce +10,https://www.local.mv/listing/la-vera-pizzeria/65483806_2316872161681267_2312524475087716352_o.jpg
pz08,Four Cheese Pizza,,Pizza,180,A rich blend of four cheeses on tomato sauce.,,yes,0,no,no,yes,no,no,no,12 inch +45 | 15 inch +90 | Extra Cheese +20 | Olives +15 | Mushrooms +15 | Jalapeño +10 | Chili Flakes +0 | Extra Sauce +10,https://www.local.mv/listing/la-vera-pizzeria/65483806_2316872161681267_2312524475087716352_o.jpg
pz09,Mixed Pizza,,Pizza,210,"Chicken, beef, tuna, vegetables and mozzarella.",,no,0,no,no,yes,no,no,no,12 inch +45 | 15 inch +90 | Extra Cheese +20 | Olives +15 | Mushrooms +15 | Jalapeño +10 | Chili Flakes +0 | Extra Sauce +10,https://www.local.mv/listing/la-vera-pizzeria/65483806_2316872161681267_2312524475087716352_o.jpg
il01,illy Espresso,,illy Coffee,45,illy espresso prepared as a concentrated single shot.,,yes,0,no,no,yes,yes,no,no,Extra Shot +20 | Hot Water +0 | Sugar +0 | Decaf +10,/api/img/il01
il02,illy Double Espresso,,illy Coffee,60,Two shots of illy espresso with full aroma and crema.,,yes,0,no,no,yes,yes,no,no,Extra Shot +20 | Hot Water +0 | Sugar +0 | Decaf +10,/api/img/il02
il03,illy Americano,,illy Coffee,55,illy espresso lengthened with hot water.,,yes,0,no,no,yes,yes,no,no,Extra Shot +20 | Decaf +10 | Oat Milk +15 | Soy Milk +15 | Vanilla +10 | Caramel +10 | Hazelnut +10,/api/img/il03
il04,illy Macchiato,,illy Coffee,55,illy espresso with a touch of steamed milk.,,yes,0,no,no,yes,yes,no,no,Extra Shot +20 | Decaf +10 | Oat Milk +15 | Soy Milk +15 | Vanilla +10 | Caramel +10 | Hazelnut +10,/api/img/il04
il05,illy Cappuccino,,illy Coffee,65,illy espresso with steamed milk and velvety foam.,,yes,0,no,no,yes,yes,no,no,Extra Shot +20 | Decaf +10 | Oat Milk +15 | Soy Milk +15 | Vanilla +10 | Caramel +10 | Hazelnut +10,/api/img/il05
il06,illy Caffè Latte,,illy Coffee,70,illy espresso with generous steamed milk.,,yes,0,no,no,yes,yes,no,no,Extra Shot +20 | Decaf +10 | Oat Milk +15 | Soy Milk +15 | Vanilla +10 | Caramel +10 | Hazelnut +10,/api/img/il06
il07,illy Flat White,,illy Coffee,70,Double illy espresso with silky microfoam.,,yes,0,no,no,yes,yes,no,no,Extra Shot +20 | Decaf +10 | Oat Milk +15 | Soy Milk +15 | Vanilla +10 | Caramel +10 | Hazelnut +10,/api/img/il07
il08,illy Caffè Mocha,,illy Coffee,75,"illy espresso, milk and chocolate.",,yes,0,no,no,yes,yes,no,no,Extra Shot +20 | Decaf +10 | Oat Milk +15 | Soy Milk +15 | Vanilla +10 | Caramel +10 | Hazelnut +10,/api/img/il08
il09,illy Iced Latte,,illy Coffee,75,illy espresso with chilled milk and ice.,,yes,0,no,no,yes,yes,no,no,Extra Shot +20 | Decaf +10 | Oat Milk +15 | Soy Milk +15 | Vanilla +10 | Caramel +10 | Hazelnut +10,/api/img/il09
il10,illy Affogato,,illy Coffee,85,illy espresso poured over vanilla ice cream.,,yes,0,no,no,yes,yes,no,no,Extra Shot +20 | Extra Ice Cream +25 | Caramel +10 | Chocolate +10,/api/img/il10
ic01,illy Crema,,illy Crema,80,"Cold, creamy illy coffee dessert drink with a smooth whipped texture.",,yes,0,no,no,yes,yes,no,no,Extra Espresso Shot +20 | Whipped Cream +15 | Caramel +10 | Chocolate +10 | Less Sweet +0,/api/img/ic01
ic02,illy Crema Caramel,,illy Crema,90,Cold illy coffee crema finished with caramel.,,yes,0,no,no,yes,yes,no,no,Extra Espresso Shot +20 | Whipped Cream +15 | Caramel +10 | Chocolate +10 | Less Sweet +0,/api/img/ic02
ic03,illy Crema Chocolate,,illy Crema,90,Cold illy coffee crema finished with chocolate.,,yes,0,no,no,yes,yes,no,no,Extra Espresso Shot +20 | Whipped Cream +15 | Caramel +10 | Chocolate +10 | Less Sweet +0,/api/img/ic03
lv01,Lavazza Espresso,,Lavazza Coffee,45,Classic Lavazza espresso with a rich aromatic crema.,,yes,0,no,no,yes,yes,no,no,Extra Shot +20 | Hot Water +0 | Sugar +0 | Decaf +10,/api/img/lv01
lv02,Lavazza Double Espresso,,Lavazza Coffee,60,Two shots of Lavazza espresso.,,yes,0,no,no,yes,yes,no,no,Extra Shot +20 | Hot Water +0 | Sugar +0 | Decaf +10,/api/img/lv02
lv03,Lavazza Americano,,Lavazza Coffee,55,Lavazza espresso lengthened with hot water.,,yes,0,no,no,yes,yes,no,no,Extra Shot +20 | Decaf +10 | Oat Milk +15 | Soy Milk +15 | Vanilla +10 | Caramel +10 | Hazelnut +10,/api/img/lv03
lv04,Lavazza Macchiato,,Lavazza Coffee,55,Lavazza espresso with a touch of steamed milk.,,yes,0,no,no,yes,yes,no,no,Extra Shot +20 | Decaf +10 | Oat Milk +15 | Soy Milk +15 | Vanilla +10 | Caramel +10 | Hazelnut +10,/api/img/lv04
lv05,Lavazza Cappuccino,,Lavazza Coffee,65,"Lavazza espresso, steamed milk and velvety foam.",,yes,0,no,no,yes,yes,no,no,Extra Shot +20 | Decaf +10 | Oat Milk +15 | Soy Milk +15 | Vanilla +10 | Caramel +10 | Hazelnut +10,/api/img/lv05
lv06,Lavazza Caffè Latte,,Lavazza Coffee,70,Lavazza espresso with smooth steamed milk.,,yes,0,no,no,yes,yes,no,no,Extra Shot +20 | Decaf +10 | Oat Milk +15 | Soy Milk +15 | Vanilla +10 | Caramel +10 | Hazelnut +10,/api/img/lv06
lv07,Lavazza Flat White,,Lavazza Coffee,70,Double Lavazza espresso with silky microfoam.,,yes,0,no,no,yes,yes,no,no,Extra Shot +20 | Decaf +10 | Oat Milk +15 | Soy Milk +15 | Vanilla +10 | Caramel +10 | Hazelnut +10,/api/img/lv07
lv08,Lavazza Mocha,,Lavazza Coffee,75,"Lavazza espresso, steamed milk and chocolate.",,yes,0,no,no,yes,yes,no,no,Extra Shot +20 | Decaf +10 | Oat Milk +15 | Soy Milk +15 | Vanilla +10 | Caramel +10 | Hazelnut +10,/api/img/lv08
lv09,Lavazza Iced Americano,,Lavazza Coffee,60,Lavazza espresso over chilled water and ice.,,yes,0,no,no,yes,yes,no,no,Extra Shot +20 | Decaf +10 | Oat Milk +15 | Soy Milk +15 | Vanilla +10 | Caramel +10 | Hazelnut +10,/api/img/lv09
lv10,Lavazza Iced Latte,,Lavazza Coffee,75,Lavazza espresso with chilled milk and ice.,,yes,0,no,no,yes,yes,no,no,Extra Shot +20 | Decaf +10 | Oat Milk +15 | Soy Milk +15 | Vanilla +10 | Caramel +10 | Hazelnut +10,/api/img/lv10
